customer_id,segment_name,recency_days,frequency_180d,monetary_180d,ticket_count_90d,abandoned_carts_30d
CUST01066,Discount-Sensitive,11,1,816.92,0,1
CUST01067,Discount-Sensitive,25,1,380.56,0,1
CUST01068,At-Risk Customers,130,2,1631.92,0,1
CUST01069,Discount-Sensitive,55,1,1446.51,0,1
CUST01070,Loyal Customers,11,1,353.84,0,0
CUST01071,Discount-Sensitive,14,1,690.61,0,1
CUST01072,Dormant Customers,183,0,0.0,0,0
CUST01073,Discount-Sensitive,80,1,2726.65,1,1
CUST01074,At-Risk Customers,114,2,1253.47,0,3
CUST01075,High-Value but Unhappy,26,2,1464.29,2,0
CUST01076,At-Risk Customers,83,2,1016.25,0,1
CUST01077,Loyal Customers,68,1,1080.77,0,0
CUST01078,Dormant Customers,156,1,415.88,0,0
CUST01079,Loyal Customers,177,1,1832.92,0,0
CUST01080,Dormant Customers,117,1,410.76,0,0
CUST01081,Champions,19,2,1142.41,0,0
CUST01082,Loyal Customers,35,1,1181.66,0,0
CUST01083,Dormant Customers,236,0,0.0,0,0
CUST01084,At-Risk Customers,76,3,1482.72,0,1
CUST01085,Discount-Sensitive,358,0,0.0,0,1
CUST01086,At-Risk Customers,71,2,1458.11,1,1
CUST01087,Loyal Customers,2,1,839.43,1,0
CUST01088,Discount-Sensitive,0,1,361.44,0,1
CUST01089,Loyal Customers,25,1,337.51,0,0
CUST01090,At-Risk Customers,144,2,1200.77,0,0
CUST01091,Dormant Customers,87,1,505.4,1,0
CUST01092,Discount-Sensitive,196,0,0.0,0,1
CUST01093,Discount-Sensitive,285,0,0.0,0,1
CUST01094,At-Risk Customers,72,3,1690.19,0,1
CUST01095,Loyal Customers,41,1,455.86,0,0
CUST01096,Champions,3,6,4814.21,0,4
CUST01097,Dormant Customers,233,0,0.0,0,0
CUST01098,Dormant Customers,198,0,0.0,0,0
CUST01099,Champions,14,4,3261.15,0,2
CUST01100,Loyal Customers,24,1,491.36,0,0
CUST01101,Loyal Customers,10,1,732.91,0,0
CUST01102,Discount-Sensitive,79,1,1201.95,0,1
CUST01103,Loyal Customers,76,2,899.6,1,0
CUST01104,Dormant Customers,99,1,515.98,0,0
CUST01105,At-Risk Customers,84,3,1353.63,0,0
CUST01106,Discount-Sensitive,81,1,1006.69,0,3
CUST01107,At-Risk Customers,91,2,980.07,0,0
CUST01108,Champions,40,2,1775.94,0,0
CUST01109,Loyal Customers,25,1,304.94,0,0
CUST01110,Dormant Customers,260,0,0.0,0,0
CUST01111,Loyal Customers,95,2,876.58,1,0
CUST01112,Champions,57,2,1951.21,1,1
CUST01113,Loyal Customers,107,2,645.85,0,2
CUST01114,Dormant Customers,147,1,831.94,0,0
CUST01115,High-Value but Unhappy,17,6,4036.99,2,1
CUST01116,Discount-Sensitive,54,1,2054.97,1,1
CUST01117,Champions,42,4,2817.56,0,1
CUST01118,Dormant Customers,170,1,618.9,0,0
CUST01119,Dormant Customers,124,1,654.67,0,0
CUST01120,Loyal Customers,61,1,1184.85,0,0
CUST01121,Dormant Customers,88,1,149.0,0,0
CUST01122,Loyal Customers,6,1,1209.05,0,0
CUST01123,Dormant Customers,182,0,0.0,0,0
CUST01124,At-Risk Customers,172,3,1635.22,0,1
CUST01125,Discount-Sensitive,245,0,0.0,0,1
CUST01126,Champions,16,2,2073.54,0,3
CUST01127,Loyal Customers,130,2,774.69,0,0
CUST01128,Dormant Customers,182,0,0.0,0,0
CUST01129,Discount-Sensitive,157,1,675.97,0,1
CUST01130,At-Risk Customers,99,2,1316.25,0,1
CUST01131,Discount-Sensitive,22,1,590.57,1,1
CUST01132,Champions,4,2,2542.97,0,2
CUST01133,Loyal Customers,36,2,779.15,0,2
CUST01134,At-Risk Customers,78,2,3034.1,0,1
CUST01135,At-Risk Customers,93,2,2933.65,0,1
CUST01136,At-Risk Customers,97,3,2094.46,1,0
CUST01137,Discount-Sensitive,115,1,468.15,0,1
CUST01138,At-Risk Customers,134,2,1225.17,0,0
CUST01139,Loyal Customers,21,1,2270.63,0,0
CUST01140,Champions,22,3,1680.0,1,0
CUST01141,Dormant Customers,115,1,691.6,0,0
CUST01142,Champions,40,2,1015.42,0,1
CUST01143,Loyal Customers,0,1,438.47,0,0
CUST01144,Champions,38,3,3548.18,0,0
CUST01145,Dormant Customers,183,0,0.0,0,0
CUST01146,Champions,23,2,1903.53,0,2
CUST01147,Champions,1,3,1074.03,0,3
CUST01148,At-Risk Customers,128,7,5448.0,0,0
CUST01149,At-Risk Customers,72,2,1019.31,0,0
CUST01150,Discount-Sensitive,167,1,499.51,0,1
CUST01151,Dormant Customers,105,1,716.41,0,0
CUST01152,Champions,1,6,5679.21,1,1
CUST01153,Discount-Sensitive,33,1,714.43,1,1
CUST01154,Champions,55,2,1966.93,0,1
CUST01155,High-Value but Unhappy,1,2,1251.41,2,1
CUST01156,Loyal Customers,7,2,807.15,0,1
CUST01157,Loyal Customers,0,1,738.92,0,0
CUST01158,Champions,42,3,3891.19,0,1
CUST01159,At-Risk Customers,68,2,1438.23,0,0
CUST01160,Loyal Customers,166,1,943.21,0,0
CUST01161,At-Risk Customers,154,2,1442.53,0,1
CUST01162,Dormant Customers,175,1,377.52,0,0
CUST01163,Dormant Customers,375,0,0.0,0,0
CUST01164,Discount-Sensitive,37,1,965.68,0,1
CUST01165,Discount-Sensitive,155,1,380.89,0,1
CUST01166,Champions,41,2,1845.94,1,0
CUST01167,Champions,23,4,3206.29,0,1
CUST01168,Loyal Customers,14,1,510.5,0,0
CUST01169,Discount-Sensitive,54,1,1183.74,1,3
CUST01170,Dormant Customers,139,1,294.87,0,0
CUST01171,Dormant Customers,132,1,744.73,0,0
CUST01172,Champions,27,3,3081.49,0,0
CUST01173,At-Risk Customers,78,2,969.44,0,0
CUST01174,Discount-Sensitive,89,1,398.68,0,1
CUST01175,Champions,48,3,2166.05,0,0
CUST01176,Discount-Sensitive,215,0,0.0,0,1
CUST01177,Champions,56,3,2144.58,0,0
CUST01178,At-Risk Customers,67,3,1298.14,0,1
CUST01179,Discount-Sensitive,108,1,536.83,0,1
CUST01180,High-Value but Unhappy,23,2,2328.54,2,0
CUST01181,Dormant Customers,137,1,296.32,0,0
CUST01182,Discount-Sensitive,108,1,520.96,0,2
CUST01183,Loyal Customers,6,1,568.08,0,0
CUST01184,Champions,30,3,1606.64,0,1
CUST01185,Champions,23,2,1286.63,0,0
CUST01186,At-Risk Customers,153,2,2183.8,0,0
CUST01187,Champions,26,3,1729.96,1,0
CUST01188,Loyal Customers,92,2,688.52,1,1
CUST01189,At-Risk Customers,161,2,2721.23,0,1
CUST01190,Champions,27,3,1339.05,0,0
CUST01191,Loyal Customers,52,1,510.71,0,0
CUST01192,Champions,24,3,1408.4,0,1
CUST01193,Dormant Customers,457,0,0.0,0,0
CUST01194,At-Risk Customers,85,2,1089.0,1,0
CUST01195,Dormant Customers,94,1,542.27,0,0
CUST01196,At-Risk Customers,111,2,2239.79,0,1
CUST01197,Loyal Customers,77,2,406.22,0,0
CUST01198,Discount-Sensitive,31,1,592.73,1,1
CUST01199,Discount-Sensitive,359,0,0.0,0,1
CUST01200,Loyal Customers,58,1,524.27,0,0
CUST01201,Discount-Sensitive,158,1,842.85,0,2
CUST01202,Discount-Sensitive,132,1,650.67,0,1
CUST01203,Loyal Customers,60,1,149.0,0,0
CUST01204,Dormant Customers,81,1,493.88,0,0
CUST01205,Dormant Customers,262,0,0.0,0,0
CUST01206,Dormant Customers,73,1,819.46,0,0
CUST01207,Dormant Customers,110,1,350.93,0,0
CUST01208,Loyal Customers,95,2,834.32,0,0
CUST01209,Loyal Customers,14,2,674.55,0,0
CUST01210,Dormant Customers,266,0,0.0,0,0
CUST01211,High-Value but Unhappy,5,3,2452.85,2,1
CUST01212,Champions,20,2,2285.58,0,0
CUST01213,Dormant Customers,163,1,492.41,0,0
CUST01214,Loyal Customers,124,1,1069.42,0,0
CUST01215,At-Risk Customers,80,2,1232.11,0,0
CUST01216,Loyal Customers,107,1,1022.33,0,0
CUST01217,Discount-Sensitive,163,1,630.07,0,1
CUST01218,Discount-Sensitive,0,1,738.52,0,1
CUST01219,Loyal Customers,86,2,832.04,1,0
CUST01220,Loyal Customers,98,1,1095.74,0,0
CUST01221,Discount-Sensitive,13,1,405.2,0,1
CUST01222,Loyal Customers,18,1,1199.39,0,0
CUST01223,At-Risk Customers,118,3,1444.4,0,0
CUST01224,Discount-Sensitive,33,1,1005.1,0,2
CUST01225,Discount-Sensitive,97,1,620.28,1,1
CUST01226,Champions,37,3,1546.94,1,1
CUST01227,Champions,43,3,1385.66,1,1
CUST01228,Dormant Customers,212,0,0.0,0,0
CUST01229,Discount-Sensitive,147,1,484.49,0,1
CUST01230,Dormant Customers,112,1,370.67,0,0
CUST01231,Dormant Customers,226,0,0.0,0,0
CUST01232,Discount-Sensitive,183,0,0.0,0,1
CUST01233,Discount-Sensitive,64,1,551.18,0,1
CUST01234,At-Risk Customers,115,2,1809.4,0,0
CUST01235,Dormant Customers,161,1,522.53,0,0
CUST01236,Champions,6,3,971.97,0,1
CUST01237,At-Risk Customers,103,2,1243.5,0,0
CUST01238,At-Risk Customers,68,3,3438.43,1,0
CUST01239,Discount-Sensitive,193,0,0.0,0,1
CUST01240,Discount-Sensitive,19,1,434.11,0,1
CUST01241,Discount-Sensitive,38,1,185.08,0,1
CUST01242,Champions,29,5,6982.41,1,0
CUST01243,At-Risk Customers,74,3,1470.48,0,3
CUST01244,Champions,34,2,2233.4,1,1
CUST01245,Dormant Customers,255,0,0.0,0,0
CUST01246,Dormant Customers,262,0,0.0,0,0
CUST01247,Discount-Sensitive,3,1,1439.66,1,1
CUST01248,Loyal Customers,103,1,1386.38,0,0
CUST01249,Champions,57,4,2733.47,0,4
CUST01250,Dormant Customers,175,1,612.27,0,0
CUST01251,Discount-Sensitive,52,1,420.63,0,1
CUST01252,Champions,38,2,2038.93,0,0
CUST01253,At-Risk Customers,99,2,2035.62,0,2
CUST01254,At-Risk Customers,76,2,2465.71,1,0
CUST01255,Discount-Sensitive,78,1,2060.75,1,1
CUST01256,Dormant Customers,286,0,0.0,0,0
CUST01257,Loyal Customers,27,2,765.27,1,0
CUST01258,Discount-Sensitive,250,0,0.0,0,1
CUST01259,Dormant Customers,94,1,694.35,1,0
CUST01260,Discount-Sensitive,9,1,913.67,0,1
CUST01261,Loyal Customers,18,1,345.05,0,0
CUST01262,Discount-Sensitive,25,1,195.09,0,2
CUST01263,Champions,32,4,2970.8,1,0
CUST01264,Loyal Customers,51,1,2114.74,0,0
CUST01265,Champions,15,2,1398.17,0,1
CUST01266,Champions,51,3,2447.06,0,1
CUST01267,Loyal Customers,58,2,769.57,1,0
CUST01268,Discount-Sensitive,19,1,471.22,1,1
CUST01269,Loyal Customers,57,1,534.09,0,0
CUST01270,Discount-Sensitive,57,1,309.87,1,1
CUST01271,Discount-Sensitive,12,1,529.98,0,1
CUST01272,Loyal Customers,44,1,1860.0,0,0
CUST01273,Loyal Customers,149,1,1219.74,0,0
CUST01274,Loyal Customers,25,2,802.94,0,4
CUST01275,Champions,34,3,2647.93,0,2
CUST01276,Dormant Customers,120,1,412.12,0,0
CUST01277,Discount-Sensitive,99,1,732.91,0,1
CUST01278,Loyal Customers,65,2,791.53,0,0
CUST01279,Loyal Customers,101,1,1494.42,0,0
CUST01280,Champions,35,4,3888.23,0,0
CUST01281,Dormant Customers,215,0,0.0,0,0
CUST01282,Dormant Customers,78,1,499.65,1,0
CUST01283,Champions,40,8,5650.74,1,1
CUST01284,Dormant Customers,192,0,0.0,0,0
CUST01285,At-Risk Customers,124,2,938.91,0,0
CUST01286,Dormant Customers,226,0,0.0,0,0
CUST01287,At-Risk Customers,89,2,1153.33,0,1
CUST01288,Dormant Customers,132,1,486.14,0,0
CUST01289,Loyal Customers,3,1,742.76,0,0
CUST01290,Champions,53,2,1164.42,0,0
CUST01291,Dormant Customers,193,0,0.0,0,0
CUST01292,Champions,41,2,2412.52,0,0
CUST01293,Loyal Customers,15,2,866.63,0,0
CUST01294,Discount-Sensitive,3,1,750.26,0,1
CUST01295,At-Risk Customers,121,3,1979.11,0,3
CUST01296,Loyal Customers,16,1,416.31,0,0
CUST01297,Champions,2,4,1798.57,1,1
CUST01298,Dormant Customers,329,0,0.0,0,0
CUST01299,Dormant Customers,171,1,840.54,0,0
CUST01300,Champions,46,4,1939.2,1,2
CUST01301,Loyal Customers,85,2,884.57,0,1
CUST01302,Champions,1,5,3420.38,0,1
CUST01303,Loyal Customers,20,1,844.74,1,0
CUST01304,Champions,27,2,1145.58,0,1
CUST01305,Discount-Sensitive,50,1,311.4,0,1
CUST01306,Champions,54,2,3337.79,0,1
CUST01307,Discount-Sensitive,234,0,0.0,0,1
CUST01308,Discount-Sensitive,119,1,380.96,0,1
CUST01309,At-Risk Customers,73,3,1704.79,0,0
CUST01310,At-Risk Customers,139,2,1213.35,0,0
CUST01311,Champions,43,2,1069.71,0,0
CUST01312,Champions,14,2,1611.51,0,2
CUST01313,Champions,4,2,1457.68,0,0
CUST01314,Champions,1,2,1066.73,0,1
CUST01315,Dormant Customers,222,0,0.0,0,0
CUST01316,Discount-Sensitive,120,1,407.44,0,3
CUST01317,Dormant Customers,256,0,0.0,0,0
CUST01318,Discount-Sensitive,130,1,396.5,0,1
CUST01319,Discount-Sensitive,111,1,336.29,0,3
CUST01320,Discount-Sensitive,150,1,500.0,0,1
CUST01321,At-Risk Customers,99,5,1878.1,0,0
CUST01322,Dormant Customers,96,1,564.8,0,0
CUST01323,Dormant Customers,276,0,0.0,0,0
CUST01324,Dormant Customers,227,0,0.0,0,0
CUST01325,Dormant Customers,186,0,0.0,0,0
CUST01326,Loyal Customers,131,1,1411.39,0,0
CUST01327,At-Risk Customers,83,3,3429.24,0,1
CUST01328,Champions,54,2,2001.3,0,0
CUST01329,Champions,61,3,1252.03,0,1
CUST01330,Champions,3,3,2794.39,0,1
CUST01331,Champions,14,3,1877.49,1,1
CUST01332,Champions,17,4,3364.3,0,1
CUST01333,Loyal Customers,47,1,420.65,0,0
CUST01334,Loyal Customers,160,1,976.5,0,0
CUST01335,At-Risk Customers,75,2,2371.6,1,1
CUST01336,Loyal Customers,1,2,910.67,0,0
CUST01337,Discount-Sensitive,49,1,793.95,0,4
CUST01338,Discount-Sensitive,7,1,232.88,1,2
CUST01339,Discount-Sensitive,162,1,450.33,0,1
CUST01340,Discount-Sensitive,76,1,624.33,0,1
CUST01341,Discount-Sensitive,38,1,395.13,0,1
CUST01342,At-Risk Customers,84,2,1049.9,0,1
CUST01343,Champions,4,3,1079.78,0,0
CUST01344,Dormant Customers,395,0,0.0,0,0
CUST01345,Discount-Sensitive,38,1,2465.11,0,3
CUST01346,Champions,38,3,2127.53,0,1
CUST01347,Discount-Sensitive,128,1,316.63,0,1
CUST01348,Discount-Sensitive,140,1,659.62,0,1
CUST01349,At-Risk Customers,83,2,2446.67,0,0
CUST01350,Dormant Customers,190,0,0.0,0,0
CUST01351,Loyal Customers,30,1,542.87,1,0
CUST01352,Loyal Customers,123,2,900.07,0,0
CUST01353,Dormant Customers,73,1,597.26,1,0
CUST01354,Champions,2,2,1041.99,1,0
CUST01355,Dormant Customers,88,1,547.04,0,0
CUST01356,Loyal Customers,42,1,287.51,1,0
CUST01357,Discount-Sensitive,126,1,230.99,0,1
CUST01358,Discount-Sensitive,18,1,862.52,0,1
CUST01359,At-Risk Customers,106,2,1016.94,0,1
CUST01360,Discount-Sensitive,160,1,306.65,0,1
CUST01361,Discount-Sensitive,5,1,805.77,0,1
CUST01362,Discount-Sensitive,80,1,378.18,0,2
CUST01363,Discount-Sensitive,83,1,454.39,0,2
CUST01364,Discount-Sensitive,148,1,1261.0,0,1
CUST01365,Dormant Customers,247,0,0.0,0,0
CUST01366,Dormant Customers,98,1,149.0,0,0
CUST01367,Discount-Sensitive,56,1,363.62,1,1
CUST01368,Discount-Sensitive,308,0,0.0,0,2
CUST01369,Discount-Sensitive,24,1,477.43,1,2
CUST01370,At-Risk Customers,161,2,1246.04,0,0
CUST01371,Champions,8,2,2334.49,1,0
CUST01372,Discount-Sensitive,71,1,366.8,1,1
CUST01373,Loyal Customers,45,1,291.54,0,0
CUST01374,Discount-Sensitive,88,1,282.0,0,1
CUST01375,Champions,64,2,1131.64,0,1
CUST01376,Discount-Sensitive,34,1,541.57,0,1
CUST01377,Loyal Customers,9,1,387.27,1,0
CUST01378,Discount-Sensitive,117,1,348.74,0,1
CUST01379,Discount-Sensitive,186,0,0.0,0,1
CUST01380,Loyal Customers,44,2,729.75,0,0
CUST01381,Champions,2,6,4149.83,0,0
CUST01382,Champions,4,2,987.37,1,1
CUST01383,Champions,13,3,1697.28,1,0
CUST01384,At-Risk Customers,145,2,3420.26,0,1
CUST01385,Champions,0,3,1753.84,1,4
CUST01386,Champions,14,4,5346.15,1,1
CUST01387,Dormant Customers,128,1,785.68,0,0
CUST01388,Loyal Customers,70,1,2996.98,0,0
CUST01389,At-Risk Customers,70,2,1396.82,0,0
CUST01390,Champions,9,2,1232.27,0,2
CUST01391,Discount-Sensitive,94,1,972.01,0,1
CUST01392,Discount-Sensitive,16,1,1415.53,0,1
CUST01393,Dormant Customers,85,1,493.02,0,0
CUST01394,Champions,16,2,1313.81,0,2
CUST01395,Champions,32,4,3708.11,0,1
CUST01396,Dormant Customers,127,1,826.44,0,0
CUST01397,Champions,4,4,4264.14,0,1
CUST01398,Discount-Sensitive,57,1,1672.19,1,1
CUST01399,Champions,19,4,2045.41,1,1
CUST01400,Discount-Sensitive,134,1,328.61,0,1
CUST01401,At-Risk Customers,75,2,1991.48,0,0
CUST01402,Dormant Customers,254,0,0.0,0,0
CUST01403,Dormant Customers,329,0,0.0,0,0
CUST01404,Discount-Sensitive,202,0,0.0,0,2
CUST01405,Loyal Customers,140,1,1013.03,0,0
CUST01406,Dormant Customers,222,0,0.0,0,0
CUST01407,Dormant Customers,139,1,709.73,0,0
CUST01408,Dormant Customers,307,0,0.0,0,0
CUST01409,Champions,26,3,1087.52,0,0
CUST01410,Loyal Customers,146,2,670.94,0,0
CUST01411,Dormant Customers,183,0,0.0,0,0
CUST01412,Discount-Sensitive,91,1,348.68,0,2
CUST01413,Discount-Sensitive,234,0,0.0,0,1
CUST01414,Discount-Sensitive,30,1,453.66,1,2
CUST01415,Discount-Sensitive,9,1,509.5,0,3
CUST01416,High-Value but Unhappy,50,3,2785.86,3,1
CUST01417,Dormant Customers,149,1,461.24,0,0
CUST01418,Discount-Sensitive,176,1,785.78,0,1
CUST01419,Loyal Customers,41,1,1111.02,0,0
CUST01420,At-Risk Customers,67,3,2895.91,1,2
CUST01421,Discount-Sensitive,46,1,1155.37,1,3
CUST01422,Champions,58,3,1353.3,1,0
CUST01423,Loyal Customers,41,2,840.35,0,1
CUST01424,Loyal Customers,93,1,2318.97,0,0
CUST01425,Loyal Customers,48,1,1148.76,0,0
CUST01426,Discount-Sensitive,24,1,872.32,0,2
CUST01427,High-Value but Unhappy,5,4,2185.26,2,1
CUST01428,Discount-Sensitive,51,1,888.61,1,3
CUST01429,Champions,53,2,1434.61,0,1
CUST01430,High-Value but Unhappy,5,3,2362.84,3,2
CUST01431,Discount-Sensitive,12,1,903.63,1,1
CUST01432,Discount-Sensitive,102,1,410.51,0,1
CUST01433,At-Risk Customers,108,2,1057.64,0,1
CUST01434,Champions,5,4,1436.17,1,1
CUST01435,Dormant Customers,186,0,0.0,0,0
CUST01436,Champions,20,2,2235.76,0,2
CUST01437,Discount-Sensitive,246,0,0.0,0,1
CUST01438,At-Risk Customers,157,2,2087.95,0,0
CUST01439,Champions,0,3,4431.7,1,1
CUST01440,Champions,6,3,3177.64,1,0
CUST01441,Dormant Customers,322,0,0.0,0,0
CUST01442,At-Risk Customers,105,3,2184.02,0,1
CUST01443,Champions,20,3,3298.22,0,0
CUST01444,Champions,32,2,1096.85,0,1
CUST01445,At-Risk Customers,115,2,1969.1,0,0
CUST01446,Discount-Sensitive,132,1,789.48,0,1
CUST01447,Discount-Sensitive,18,1,1665.94,0,1
CUST01448,Dormant Customers,233,0,0.0,0,0
CUST01449,Loyal Customers,3,2,874.09,1,1
CUST01450,At-Risk Customers,126,2,1429.2,0,0
CUST01451,Discount-Sensitive,34,1,1506.43,1,1
CUST01452,Discount-Sensitive,116,1,1448.27,0,1
CUST01453,At-Risk Customers,82,2,1354.88,0,1
CUST01454,At-Risk Customers,70,3,2311.47,0,0
CUST01455,Dormant Customers,335,0,0.0,0,0
CUST01456,Discount-Sensitive,17,1,1158.71,1,3
CUST01457,Dormant Customers,248,0,0.0,0,0
CUST01458,Loyal Customers,52,1,1462.88,0,0
CUST01459,At-Risk Customers,68,3,1869.62,0,1
CUST01460,At-Risk Customers,128,3,1836.58,0,0
CUST01461,At-Risk Customers,107,2,1214.31,0,1
CUST01462,Discount-Sensitive,80,1,388.39,0,1
CUST01463,Dormant Customers,356,0,0.0,0,0
CUST01464,Champions,42,2,1743.4,0,3
CUST01465,Loyal Customers,10,2,670.57,0,2
CUST01466,Champions,56,2,1494.87,0,1
CUST01467,Loyal Customers,89,2,649.13,0,0
CUST01468,Discount-Sensitive,166,1,1034.31,0,1
CUST01469,Loyal Customers,44,1,1313.43,0,0
CUST01470,Discount-Sensitive,241,0,0.0,0,1
CUST01471,At-Risk Customers,77,4,2450.75,0,0
CUST01472,Champions,0,4,2039.77,1,0
CUST01473,Champions,48,3,2475.68,0,0
CUST01474,High-Value but Unhappy,61,2,959.29,2,1
CUST01475,Dormant Customers,114,1,650.36,0,0
CUST01476,Dormant Customers,127,1,370.67,0,0
CUST01477,Champions,55,3,1828.06,0,0
CUST01478,Champions,40,3,3159.76,0,2
CUST01479,Champions,42,4,1777.74,0,0
CUST01480,Dormant Customers,347,0,0.0,0,0
CUST01481,At-Risk Customers,122,2,1650.56,0,0
CUST01482,At-Risk Customers,158,2,1073.55,0,0
CUST01483,Loyal Customers,7,2,783.94,0,1
CUST01484,Dormant Customers,111,1,568.21,0,0
CUST01485,At-Risk Customers,69,3,2973.96,0,1
CUST01486,Loyal Customers,48,1,770.52,0,0
CUST01487,Dormant Customers,232,0,0.0,0,0
CUST01488,Champions,33,3,1749.42,1,1
CUST01489,Champions,41,4,5287.87,1,0
CUST01490,At-Risk Customers,122,2,1360.72,0,0
CUST01491,At-Risk Customers,87,2,1889.89,0,0
CUST01492,Champions,62,2,2179.26,1,1
CUST01493,Loyal Customers,10,2,807.45,0,0
CUST01494,Dormant Customers,265,0,0.0,0,0
CUST01495,At-Risk Customers,89,3,2084.73,1,0
CUST01496,Discount-Sensitive,16,1,662.11,0,2
CUST01497,Champions,35,4,2041.04,1,0
CUST01498,Champions,12,4,3245.47,1,1
CUST01499,Loyal Customers,133,1,1510.54,0,0
CUST01500,Discount-Sensitive,95,1,269.54,0,1
CUST01501,Loyal Customers,66,2,646.43,2,1
CUST01502,At-Risk Customers,80,2,1331.42,0,0
CUST01503,Discount-Sensitive,90,1,367.27,0,2
CUST01504,Dormant Customers,152,1,588.35,0,0
CUST01505,Discount-Sensitive,64,1,608.83,0,1
CUST01506,Dormant Customers,140,1,318.41,0,0
CUST01507,At-Risk Customers,125,2,2311.37,0,0
CUST01508,Discount-Sensitive,3,1,845.65,0,1
CUST01509,Champions,6,3,1236.7,1,1
CUST01510,At-Risk Customers,132,2,1667.1,0,1
CUST01511,At-Risk Customers,88,4,2601.14,0,2
CUST01512,Loyal Customers,43,1,703.24,1,0
CUST01513,Loyal Customers,131,1,1062.28,0,0
CUST01514,At-Risk Customers,82,3,1466.5,0,1
CUST01515,At-Risk Customers,96,3,3057.74,0,0
CUST01516,Dormant Customers,172,1,421.68,0,0
CUST01517,Discount-Sensitive,87,1,628.81,0,1
CUST01518,Dormant Customers,485,0,0.0,0,0
CUST01519,At-Risk Customers,105,3,3216.75,0,0
CUST01520,Loyal Customers,19,1,333.93,0,0
CUST01521,Champions,10,2,1070.14,0,0
CUST01522,Dormant Customers,68,1,882.29,0,0
CUST01523,Champions,15,4,3702.28,1,0
CUST01524,Discount-Sensitive,19,1,2078.4,1,1
CUST01525,Champions,56,2,1514.06,0,0
CUST01526,High-Value but Unhappy,9,2,2585.39,2,0
CUST01527,Dormant Customers,326,0,0.0,0,0
CUST01528,Discount-Sensitive,105,1,424.84,0,2
CUST01529,Dormant Customers,194,0,0.0,0,0
CUST01530,Dormant Customers,182,0,0.0,0,0
CUST01531,Discount-Sensitive,222,0,0.0,0,1
CUST01532,Dormant Customers,159,1,776.24,0,0
CUST01533,Dormant Customers,167,1,697.43,0,0
CUST01534,Discount-Sensitive,22,1,416.32,0,2
CUST01535,Champions,8,5,2197.52,0,1
CUST01536,Loyal Customers,7,1,1059.82,1,0
CUST01537,Discount-Sensitive,123,1,355.81,0,1
CUST01538,Discount-Sensitive,80,1,346.25,0,1
CUST01539,Dormant Customers,158,1,643.65,0,0
CUST01540,Dormant Customers,195,0,0.0,0,0
CUST01541,Discount-Sensitive,64,1,626.47,0,1
CUST01542,Discount-Sensitive,4,1,382.91,0,2
CUST01543,Discount-Sensitive,131,1,1270.64,0,1
CUST01544,At-Risk Customers,113,2,1196.51,0,1
CUST01545,Discount-Sensitive,106,1,806.94,0,1
CUST01546,Loyal Customers,22,2,599.02,2,1
CUST01547,Loyal Customers,99,2,881.65,0,0
CUST01548,Loyal Customers,49,1,497.12,0,0
CUST01549,Discount-Sensitive,167,1,708.07,0,1
CUST01550,At-Risk Customers,109,4,1841.6,0,1
CUST01551,Discount-Sensitive,69,1,674.67,0,1
CUST01552,At-Risk Customers,108,2,999.14,0,0
CUST01553,Discount-Sensitive,153,1,381.8,0,1
CUST01554,At-Risk Customers,75,2,2807.29,0,0
CUST01555,Discount-Sensitive,30,1,329.17,1,1
CUST01556,Loyal Customers,37,2,729.47,0,0
CUST01557,Discount-Sensitive,41,1,452.3,0,2
CUST01558,Dormant Customers,210,0,0.0,0,0
CUST01559,At-Risk Customers,93,3,1317.97,1,2
CUST01560,Champions,8,2,1018.83,0,2
CUST01561,Dormant Customers,153,1,567.89,0,0
CUST01562,Champions,51,2,1271.3,1,5
CUST01563,Champions,20,2,1279.74,1,0
CUST01564,Dormant Customers,236,0,0.0,0,0
CUST01565,Discount-Sensitive,41,1,659.77,0,1
CUST01566,Loyal Customers,5,1,486.05,0,0
CUST01567,Discount-Sensitive,345,0,0.0,0,1
CUST01568,Dormant Customers,178,1,831.95,0,0
CUST01569,Discount-Sensitive,81,1,1205.91,0,7
CUST01570,Loyal Customers,144,2,551.33,0,1
CUST01571,Dormant Customers,253,0,0.0,0,0
CUST01572,Dormant Customers,227,0,0.0,0,0
CUST01573,At-Risk Customers,78,3,2463.27,1,2
CUST01574,At-Risk Customers,161,2,2180.97,0,0
CUST01575,Loyal Customers,165,1,1350.03,0,0
CUST01576,Discount-Sensitive,82,1,1953.76,1,1
CUST01577,Discount-Sensitive,107,1,343.71,0,1
CUST01578,Loyal Customers,10,1,1222.13,0,0
CUST01579,Champions,45,5,4218.4,0,1
CUST01580,Champions,18,2,912.24,0,1
CUST01581,Champions,22,3,2148.76,1,1
CUST01582,Champions,58,2,1139.38,1,0
CUST01583,Dormant Customers,261,0,0.0,0,0
CUST01584,Champions,0,2,1098.94,0,0
CUST01585,Discount-Sensitive,23,1,327.29,0,1
CUST01586,Discount-Sensitive,25,1,788.8,1,1
CUST01587,At-Risk Customers,129,2,1403.63,0,1
CUST01588,At-Risk Customers,145,3,1959.15,0,0
CUST01589,Dormant Customers,147,1,460.78,0,0
CUST01590,At-Risk Customers,129,2,1250.94,0,2
CUST01591,At-Risk Customers,136,2,2478.69,0,1
CUST01592,Discount-Sensitive,117,1,500.86,0,2
CUST01593,Discount-Sensitive,30,1,675.24,0,3
